Video ID,Filename,Start frame,End frame,Start time(s),End time(s),,Violence Type (Video),Video Type,Violence Type (Text),Manual Text,Memo,Violence(Sound) Type1,Sound type1,start frame1,end frame1,Violence(Sound) Type2,Sound type2,start frame2,end frame2,Violence(Sound) Type3,Sound type3,start frame3,end frame3,Violence(Sound) Type4,Sound type4,start frame4,end frame4,Violence(Sound) Type5,Sound type5,start frame5,end frame5,Violence(Sound) Type6,Sound type6,start frame6,end frame6,Violence(Sound) Type7,Sound type7,start frame7,end frame7,Violence(Sound) Type8,Sound type8,start frame8,end frame8,Violence(Sound) Type9,Sound type9,start frame9,end frame9,Violence(Sound) Type10,Sound type10,start frame10,end frame10,Violence(Sound) Type11,Sound type11,start frame11,end frame11
258,258_body camera shows police confrontation.mp4,4332,4621,90.69,96.74,6.05,Violent,Others,Violent,Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258_body camera shows police confrontation.mp4,4622,4631,96.76,96.95,0.19,NONE,Transition,Violent,Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258_body camera shows police confrontation.mp4,4632,4640,96.97,97.13,0.16,NONE,Transition,Violent,Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258_body camera shows police confrontation.mp4,4641,4642,97.16,97.18,0.02,NONE,Others,Violent,Weapon,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258_body camera shows police confrontation.mp4,4643,4645,97.2,97.24,0.04,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258_body camera shows police confrontation.mp4,4646,4668,97.26,97.72,0.46,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258_body camera shows police confrontation.mp4,4669,4814,97.74,100.78,3.04,Violent,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,0,176,0,5.87,5.87,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,177,178,5.91,5.94,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,179,179,5.97,5.97,0,NONE,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,180,181,6.01,6.04,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,182,183,6.07,6.11,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,184,380,6.14,12.68,6.54,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,381,387,12.71,12.91,0.2,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,388,746,12.95,24.89,11.94,NONE,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,747,752,24.92,25.09,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,753,880,25.12,29.36,4.24,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,881,890,29.4,29.7,0.3,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,891,1134,29.73,37.84,8.11,NONE,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,1135,1144,37.87,38.17,0.3,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,1145,1247,38.2,41.61,3.41,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,1248,1257,41.64,41.94,0.3,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,1258,1620,41.97,54.05,12.08,NONE,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,1621,1626,54.09,54.25,0.16,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,1627,2115,54.29,70.57,16.28,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,2116,2122,70.6,70.8,0.2,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,2123,3435,70.84,114.61,43.77,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,3436,3438,114.65,114.71,0.06,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259_Dwayne Johnson Gets Pulled Over and Teases Police About Having 'Guns'.mp4,3439,3599,114.75,120.09,5.34,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,0,1,0,0.02,0.02,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,2,9,0.04,0.18,0.14,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,10,29,0.2,0.58,0.38,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,30,2343,0.6,46.86,46.26,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,2344,2706,46.88,54.12,7.24,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,2707,3163,54.14,63.26,9.12,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,3164,3187,63.28,63.74,0.46,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260_Police bodycam shows Superfit NYPD cop chase down teenage phone thief.mp4,3188,3189,63.76,63.78,0.02,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261_Bodycam Shows Officer Deploy K9 Shep On Fleeing Suspect.mp4,0,857,0,28.6,28.6,Non-violent,Bodycam,,,,,Others,0,149,,Shouting,179,449,,Others,509,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261_Bodycam Shows Officer Deploy K9 Shep On Fleeing Suspect.mp4,858,2001,28.63,66.77,38.14,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261_Bodycam Shows Officer Deploy K9 Shep On Fleeing Suspect.mp4,2002,2276,66.8,75.94,9.14,NONE,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261_Bodycam Shows Officer Deploy K9 Shep On Fleeing Suspect.mp4,2277,2425,75.98,80.91,4.93,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261_Bodycam Shows Officer Deploy K9 Shep On Fleeing Suspect.mp4,2426,2796,80.95,93.29,12.34,NONE,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",0,116,0,4.83,4.83,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",117,126,4.87,5.25,0.38,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",127,127,5.29,5.29,0,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",128,129,5.33,5.37,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",130,491,5.42,20.46,15.04,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",492,499,20.5,20.79,0.29,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",500,501,20.83,20.87,0.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",502,503,20.92,20.96,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",504,985,21,41.04,20.04,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",986,992,41.08,41.33,0.25,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",993,995,41.37,41.46,0.09,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",996,1166,41.5,48.58,7.08,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1167,1174,48.62,48.92,0.3,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1175,1176,48.96,49,0.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1177,1177,49.04,49.04,0,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1178,1297,49.08,54.04,4.96,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1298,1304,54.08,54.33,0.25,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1305,1306,54.37,54.42,0.05,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",1307,2132,54.46,88.83,34.37,Non-violent,Bodycam,,,,,Others,2064,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2133,2139,88.87,89.12,0.25,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2140,2140,89.17,89.17,0,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2141,2142,89.21,89.25,0.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2143,2327,89.29,96.96,7.67,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2328,2334,97,97.25,0.25,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2335,2336,97.29,97.33,0.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2337,2420,97.37,100.83,3.46,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2421,2427,100.87,101.12,0.25,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2428,2429,101.17,101.21,0.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2430,2533,101.25,105.54,4.29,Non-violent,Bodycam,,,,,Others,2448,2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2534,2540,105.58,105.83,0.25,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2541,2542,105.87,105.92,0.05,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2543,2602,105.96,108.42,2.46,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2603,2608,108.46,108.67,0.21,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2609,2610,108.71,108.75,0.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2611,2752,108.79,114.67,5.88,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2753,2755,114.71,114.79,0.08,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"262_Haley Joel Osment yells Jewish slurs, struggles with police in arrest video.mp4",2756,2774,114.83,115.58,0.75,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,0,95,0,3.96,3.96,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,96,129,4,5.38,1.38,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,130,397,5.42,16.56,11.14,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,398,409,16.6,17.06,0.46,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,410,412,17.1,17.18,0.08,NONE,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,413,425,17.23,17.73,0.5,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,426,1480,17.77,61.73,43.96,Violent,Bodycam,,,,,Gunshot,455,503,,Shouting,527,1007,,Gunshot,1174,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,1481,1505,61.77,62.77,1,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263_Knife-wielding man charges at officers before being fatally shot.mp4,1506,1507,62.81,62.85,0.04,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,264_School police officers get caught up in fight in Highland.mp4,0,1737,0,28.98,28.98,Violent,Self-filmed,Violent,"FIGHTING, SMACKING",,,Shouting,0,359,,Others,419,479,,Shouting,509,659,,Others,719,719,,Shouting,779,1258,,Others,1318,1318,,,,,,,,,,,,,,,,,,,,
264,264_School police officers get caught up in fight in Highland.mp4,1738,3034,29,50.62,21.62,Violent,Self-filmed,Violent,"FIGHTING, SMACKING",,,Others,2337,2337,,Shouting,2397,2577,,Others,2637,2637,,Shouting,2697,2817,,Others,2877,2877,,,,,,,,,,,,,,,,,,,,,,,,
264,264_School police officers get caught up in fight in Highland.mp4,3035,5147,50.63,85.87,35.24,Violent,Self-filmed,Violent,"FIGHTING, SMACKING",,,Others,3656,3656,,Shouting,3716,4255,,Others,4315,4315,,Shouting,4375,4435,,Others,4465,4435,,Shouting,4495,4915,,,,,,,,,,,,,,,,,,,,
264,264_School police officers get caught up in fight in Highland.mp4,5148,5291,85.89,88.27,2.38,Non-violent,Self-filmed,Violent,"FIGHTING, SMACKING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,265_Driver of armoured vehicle evades armed robbers in brazen highway heist  CAUGHT ON CAMERA.mp4,0,775,0,25.86,25.86,Non-violent,Dashcam,,,,,Gunshot,329,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,265_Driver of armoured vehicle evades armed robbers in brazen highway heist  CAUGHT ON CAMERA.mp4,776,4729,25.89,157.79,131.9,Violent,Dashcam,,,,,Gunshot,2877,2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,265_Driver of armoured vehicle evades armed robbers in brazen highway heist  CAUGHT ON CAMERA.mp4,4730,4844,157.82,161.63,3.81,Non-violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,0,62,0,2.07,2.07,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,63,255,2.1,8.51,6.41,Non-violent,News,Violent,BRAWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,256,884,8.54,29.5,20.96,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,885,1779,29.53,59.36,29.83,Violent,Combination,,,Self-filmed+news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,1780,2047,59.39,68.3,8.91,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,2048,2262,68.33,75.48,7.15,Violent,Combination,,,Self-filmed+news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,2263,3535,75.51,117.95,42.44,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,3536,3570,117.98,119.12,1.14,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,3571,3575,119.15,119.29,0.14,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,3576,3584,119.32,119.59,0.27,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,3585,3894,119.62,129.93,10.31,Non-violent,News,Violent,BRAWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266_Teens brawl with cops in subway station.mp4,3895,4139,129.96,138.1,8.14,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,0,20,0,0.8,0.8,NONE,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,21,197,0.84,7.88,7.04,Violent,Self-filmed,Violent,arrested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,198,235,7.92,9.4,1.48,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,236,384,9.44,15.36,5.92,Non-violent,Self-filmed,Violent,stabbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,385,434,15.4,17.36,1.96,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,435,532,17.4,21.28,3.88,Non-violent,Self-filmed,,attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,533,828,21.32,33.12,11.8,Non-violent,Self-filmed,,,,,Others,575,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,829,960,33.16,38.4,5.24,Non-violent,Self-filmed,Violent,life-threatening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,961,2868,38.44,114.72,76.28,Non-violent,News,,,,,Others,2125,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,2869,2957,114.76,118.28,3.52,Non-violent,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,2958,2959,118.32,118.36,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267_Footage Shows Moment Woman Arrested After Shocking Hamburg Train Stabbing.mp4,2960,3113,118.4,124.52,6.12,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268_Witness video of police shooting a man in an Oakland train station.mp4,0,0,0,0,0,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268_Witness video of police shooting a man in an Oakland train station.mp4,1,173,0.03,5.77,5.74,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268_Witness video of police shooting a man in an Oakland train station.mp4,174,323,5.8,10.77,4.97,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
